6.249999999999999717e-08 1.430745847761768239e-10
6.852787730000000548e-08 1.719975832674042869e-10
7.513698880000000280e-08 2.067674191782721466e-10
8.238336699999999845e-08 2.485659448525494524e-10
9.032844490000000443e-08 2.988141865437716804e-10
9.903974860000000137e-08 3.592206898807804218e-10
1.085909840000000042e-07 4.318377096010657974e-10
1.190631189999999937e-07 5.191340584654907698e-10
1.305451489999999932e-07 6.240772653096372743e-10
1.431339690000000097e-07 7.502317849552383554e-10
1.569367620000000079e-07 9.018886722171900563e-10
1.720699969999999940e-07 1.084197397175551099e-09
1.886621840000000046e-07 1.303355440426083307e-09
2.068543050000000018e-07 1.566811985435822793e-09
2.267998490000000008e-07 1.883514513196809331e-09
2.486681720000000022e-07 2.264226362931469014e-09
2.726445920000000194e-07 2.721882897424917485e-09
2.989317619999999767e-07 3.272024933338531018e-09
3.277528529999999797e-07 3.933348360821179834e-09
3.593514389999999774e-07 4.728310215497559486e-09
3.939964380000000037e-07 5.683926929427552148e-09
4.319793009999999865e-07 6.832628152873851723e-09
4.736230419999999988e-07 8.213442955409351163e-09
5.192795239999999956e-07 9.873250171384502787e-09
5.693352340000000107e-07 1.186840385282531941e-08
6.242138690000000082e-07 1.426663367599395337e-08
6.843811060000000328e-07 1.714939415360093490e-08
7.503438749999999556e-07 2.061447402237125589e-08
8.226614769999999937e-07 2.477952359515699769e-08
9.019458600000000169e-07 2.978582403007006302e-08
9.888661509999998947e-07 3.580331345602089668e-08
1.084159160000000012e-06 4.303614186803334013e-08
1.188629469999999901e-06 5.172958082762687231e-08
1.303160950000000088e-06 6.217864946166288140e-08
1.428720759999999896e-06 7.473751054287710070e-08
1.566370109999999939e-06 8.983211495970144163e-08
1.717270750000000045e-06 1.079741959975323490e-07
1.882698999999999963e-06 1.297786488605553325e-07
2.064050730000000064e-06 1.559843957063594417e-07
2.262857459999999814e-06 1.874794904182434667e-07
2.480795199999999985e-06 2.253307157081683208e-07
2.719704960000000186e-06 2.708201732085959763e-07
2.981601859999999935e-06 3.254882322782447948e-07
3.268692819999999935e-06 3.911856078090023295e-07
3.583398979999999972e-06 4.701358565980714375e-07
3.928372250000000291e-06 5.650103739541162601e-07
4.306518580000000248e-06 6.790185899077588221e-07
4.721021749999999689e-06 8.160157037887386583e-07
5.175372529999999701e-06 9.806334584777060525e-07
5.673394470000000236e-06 1.178434859850585134e-06
6.219275729999999739e-06 1.416103509044945691e-06
6.817604829999999689e-06 1.701664099570997878e-06
7.473413639999999813e-06 2.044758649371364784e-06
8.192207170000000488e-06 2.456963100596280617e-06
8.980022999999999996e-06 2.952181191985647283e-06
9.843473449999999900e-06 3.547102549355259304e-06
1.078979769999999930e-05 4.261782641518700565e-06
1.182693040000000038e-05 5.120275958286638652e-06
1.296355939999999996e-05 6.151479717568367051e-06
1.420920330000000080e-05 7.390069410957321272e-06
1.557428139999999871e-05 8.877674891998226859e-06
1.707021280000000033e-05 1.066423647574093081e-05
1.870949230000000063e-05 1.280969531794622749e-05
2.050581179999999901e-05 1.538593928378613194e-05
2.247415559999999893e-05 1.847922875781281965e-05
2.463093340000000166e-05 2.219297715198206755e-05
2.699411239999999885e-05 2.665119054670311708e-05
2.958335700000000110e-05 3.200252643637535713e-05
3.242019720000000006e-05 3.842512914442337818e-05
3.552819749999999960e-05 4.613243286450903930e-05
3.893314659999999708e-05 5.538007048086847123e-05
4.266327260000000169e-05 6.647429580952203337e-05
4.674946040000000058e-05 7.978168524151632145e-05
5.122550480000000325e-05 9.574115854510306168e-05
5.612838460000000207e-05 1.148775679174389788e-04
6.149854679999999948e-05 1.378176038735695423e-04
6.738023960000000549e-05 1.653094072333329240e-04
7.382185790000000568e-05 1.982486875046171365e-04
8.087632680000000083e-05 2.377115865401140192e-04
8.860151759999999811e-05 2.849870974677081673e-04
9.706070750000000112e-05 3.416155760733003105e-04
1.063230669999999948e-04 4.094322122726743113e-04
1.164642070000000012e-04 4.906322162807431669e-04
1.275667579999999982e-04 5.878380045897203462e-04
1.397210169999999992e-04 7.041831545412843276e-04
1.530256389999999872e-04 8.434124356875574106e-04
1.675883909999999915e-04 1.009997356651135599e-03
1.835269769999999900e-04 1.209273060347788257e-03
2.009699329999999919e-04 1.447604615102817977e-03
2.200575910000000075e-04 1.732585183117361146e-03
2.409431400000000101e-04 2.073264990128660494e-03
2.637937639999999966e-04 2.480428050340696255e-03
2.887918890000000191e-04 2.966922031813969737e-03
3.161365180000000005e-04 3.548039071058703420e-03
3.460447010000000136e-04 4.241977536615881145e-03
3.787531039999999746e-04 5.070375688746369194e-03
4.145197249999999964e-04 6.058958018084465921e-03
4.536257410000000016e-04 7.238273500373740635e-03
4.963775080000000246e-04 8.644584749741770699e-03
5.431087209999999835e-04 1.032090670906392164e-02
5.941827470000000076e-04 1.231821913170469580e-02
6.499951489999999466e-04 1.469688668738900264e-02
7.109763930000000468e-04 1.752833724489108805e-02
7.775947789999999729e-04 2.089700140699198364e-02
