2.380952379999999986e-08 6.447710679089021430e-10
2.609468639999999904e-08 7.744528549307246046e-10
2.859907209999999836e-08 9.302128236740940057e-10
3.134370220000000032e-08 1.117293576166455645e-09
3.435149309999999772e-08 1.341987133203186684e-09
3.764778530000000008e-08 1.611857297283231801e-09
4.126023870000000185e-08 1.935984410224172323e-09
4.521900639999999819e-08 2.325266088076786392e-09
4.955725829999999961e-08 2.792793494162743280e-09
5.431152740000000177e-08 3.354296117271841678e-09
5.952148219999999894e-08 4.028645695958290904e-09
6.523087299999999947e-08 4.838515788519381464e-09
7.148729519999999830e-08 5.811109082720138199e-09
7.834337419999999898e-08 6.979129077266541244e-09
8.585624680000000388e-08 8.381788180396354367e-09
9.408908809999999961e-08 1.006623435248913373e-08
1.031103079999999938e-07 1.208898037942102547e-08
1.129956919999999959e-07 1.451797379874069159e-08
1.238277290000000117e-07 1.743471860770674904e-08
1.356967330000000116e-07 2.093706101678695264e-08
1.487020989999999922e-07 2.514253217199249692e-08
1.629525000000000028e-07 3.019215632926482139e-08
1.785663669999999936e-07 3.625515490631535272e-08
1.956742879999999949e-07 4.353472534275548936e-08
2.144186570000000089e-07 5.227480660923513848e-08
2.349561649999999927e-07 6.276807775566905993e-08
2.574572169999999935e-07 7.536579500111293398e-08
2.821096910000000202e-07 9.048967548949870963e-08
3.091184240000000051e-07 1.086454359730026887e-07
3.387082140000000264e-07 1.304403686551063526e-07
3.711246179999999738e-07 1.566026545796187745e-07
4.066370939999999872e-07 1.880063964613800937e-07
4.455407369999999781e-07 2.257004741923824259e-07
4.881578589999999611e-07 2.709425848212372133e-07
5.348411750000000174e-07 3.252414136763142605e-07
5.859786909999999733e-07 3.904081805508117899e-07
6.419921819999999677e-07 4.686130022823704993e-07
7.033465129999999588e-07 5.624612015271674563e-07
7.705469540000000427e-07 6.750743737984735048e-07
8.441488799999999591e-07 8.101975794206917194e-07
9.247602609999999710e-07 9.723223904964236715e-07
1.013044870000000008e-06 1.166831911244397828e-06
1.109726890000000072e-06 1.400177108614480395e-06
1.215605790000000098e-06 1.680100293693399931e-06
1.331548320000000029e-06 2.015870093672434341e-06
1.458506089999999953e-06 2.418602969255849784e-06
1.597520089999999983e-06 2.901612346342194098e-06
1.749725979999999961e-06 3.480849733050879656e-06
1.916370090000000115e-06 4.175444246752780695e-06
2.098812299999999858e-06 5.008288311983163453e-06
2.298537790000000176e-06 6.006805792760241367e-06
2.517172950000000147e-06 7.203839059845976571e-06
2.756494099999999979e-06 8.638712447498693954e-06
3.018441300000000078e-06 1.035851463535512349e-05
3.305137180000000108e-06 1.241958306926573536e-05
3.618896779999999953e-06 1.488934854116590719e-05
3.962253769999999965e-06 1.784852779613260037e-05
4.337970820000000254e-06 2.139361473500230246e-05
4.749065119999999663e-06 2.564008753659300019e-05
5.198835460000000403e-06 3.072598473344966420e-05
5.690876259999999868e-06 3.681635336524375122e-05
6.229116929999999580e-06 4.410845953974947963e-05
6.817839430000000278e-06 5.283800143837265973e-05
7.461720139999999855e-06 6.328656330810997297e-05
8.165854260000000552e-06 7.579031266755804094e-05
8.935805989999999981e-06 9.075078371169482125e-05
9.777633079999999922e-06 1.086469369350924610e-04
1.069794320000000053e-05 1.300502636935240103e-04
1.170393800000000049e-05 1.556423093685905851e-04
1.280346130000000012e-05 1.862354020138097283e-04
1.400505489999999942e-05 2.227973301339463048e-04
1.531802130000000032e-05 2.664806048900962739e-04
1.675248709999999864e-05 3.186569702062345315e-04
1.831947299999999915e-05 3.809580050139613943e-04
2.003096220000000110e-05 4.553225072859412017e-04
2.189999329999999937e-05 5.440537817239464967e-04
2.394073720000000044e-05 6.498850516464466705e-04
2.616859629999999934e-05 7.760583266610299744e-04
2.860030009999999951e-05 9.264102976901510828e-04
3.125401729999999721e-05 1.105484264925753104e-03
3.414947000000000018e-05 1.318646031611564419e-03
3.730805530000000120e-05 1.572228816507679995e-03
4.075298250000000314e-05 1.873694954700897732e-03
4.450941140000000098e-05 2.231822333045699151e-03
4.860460589999999689e-05 2.656917361977248482e-03
5.306809140000000286e-05 3.161063359338653865e-03
5.793183390000000130e-05 3.758398206732667911e-03
6.323041609999999896e-05 4.465432613081170982e-03
6.900123659999999400e-05 5.301432690814203604e-03
7.528471579999999484e-05 6.288848419443284453e-03
8.212451299999999838e-05 7.453809083649808910e-03
8.956776009999999533e-05 8.826511245334274156e-03
9.766530510000000014e-05 1.044172119266107562e-02
1.064719719999999964e-04 1.234021278067314736e-02
1.160468320000000025e-04 1.457057261799749211e-02
1.264534880000000054e-04 1.718926993767459430e-02
1.377603779999999895e-04 2.026096332765564903e-02
1.500410839999999986e-04 2.386057487939217611e-02
1.633746670000000027e-04 2.807543411100108660e-02
1.778460029999999925e-04 3.300686089495392245e-02
1.935461459999999925e-04 3.877213323882922752e-02
2.105726909999999926e-04 4.550665620776096765e-02
2.290301650000000125e-04 5.336670740139046187e-02
2.490304129999999956e-04 6.253227607619848971e-02
2.706930160000000089e-04 7.321019947163943942e-02
2.941457069999999906e-04 8.563818328824600312e-02
3.195247970000000262e-04 1.000886859749983565e-01
3.469756149999999998e-04 1.168732241408178690e-01
3.766529620000000030e-04 1.363480620349658834e-01
4.087215529999999779e-04 1.589188734333384645e-01
4.433564809999999772e-04 1.850477876072315064e-01
4.807436799999999948e-04 2.152589396250897402e-01
5.210803830000000332e-04 2.501464707826802081e-01
5.645755880000000301e-04 2.903817981522651137e-01
6.114505130000000462e-04 3.367219877988756327e-01
6.619390519999999610e-04 3.900185892081182715e-01
7.162882210000000218e-04 4.512267495306386267e-01
7.747585949999999649e-04 5.214145314571519974e-01
8.376247270000000515e-04 6.017736015382558756e-01
9.051755559999999801e-04 6.936281708947650282e-01
9.777148030000000142e-04 7.984465886665629286e-01
1.055561329999999982e-03 9.178489452357917466e-01
1.139049500000000005e-03 1.053619128001863414e+00
1.228529450000000059e-03 1.207710837990220387e+00
1.324367460000000019e-03 1.382257364606917172e+00
1.426946139999999991e-03 1.579575916300195226e+00
1.536664660000000050e-03 1.802173169832564037e+00
1.653938989999999927e-03 2.052745552210366586e+00
1.779201999999999910e-03 2.334177896021671028e+00
1.912903569999999977e-03 2.649543996202173179e+00
2.055510689999999821e-03 3.002082351277076455e+00
2.207507440000000022e-03 3.395209750622757650e+00
2.369395020000000188e-03 3.832460299566399442e+00
2.541691640000000047e-03 4.317509414015075819e+00
2.724932429999999805e-03 4.854094792973771888e+00
2.919669279999999919e-03 5.446011724116941899e+00
3.126470650000000122e-03 6.097041178904241576e+00
3.345921270000000187e-03 6.810908671296906469e+00
3.578621949999999819e-03 7.591204667462685407e+00
3.825189110000000101e-03 8.441328050122111293e+00
4.086254539999999678e-03 9.364395821693058508e+00
4.362464879999999878e-03 1.036314718450426042e+01
4.654481210000000271e-03 1.143985711589088616e+01
4.962978540000000278e-03 1.259622761109978484e+01
5.288645300000000340e-03 1.383328840531213011e+01
5.632182759999999899e-03 1.515128564117678067e+01
5.994304479999999595e-03 1.654957941343686301e+01
6.375735649999999567e-03 1.802649569125217610e+01
6.777212480000000157e-03 1.957929889452616123e+01
7.199481540000000207e-03 2.120405306177717364e+01
7.643299109999999660e-03 2.289557358540925591e+01
8.109430449999999874e-03 2.464731504127055217e+01
8.598649119999999396e-03 2.645141419890923729e+01
9.111736299999999289e-03 2.829862597522687295e+01
9.649480040000000050e-03 3.017836197342221638e+01
1.021267460000000078e-02 3.207870071767880660e+01
1.080211969999999959e-02 3.398654888281207320e+01
1.141861970000000032e-02 3.588771173717218943e+01
1.206298329999999988e-02 3.776705466189670801e+01
1.273602230000000016e-02 3.960875692703217510e+01
1.343855130000000050e-02 4.139645877429002496e+01
1.417138689999999923e-02 4.311366414697408800e+01
1.493534720000000079e-02 4.474389511803637021e+01
1.573125070000000111e-02 4.627115956091375182e+01
1.655991630000000145e-02 4.768024735351986010e+01
1.742216229999999852e-02 4.895708077258612434e+01
1.831880599999999998e-02 5.008910247669169991e+01
1.925066300000000119e-02 5.106558522328808181e+01
2.021854660000000151e-02 5.187803698912038186e+01
2.122326769999999946e-02 5.252049039273391884e+01
2.226563390000000156e-02 5.298971305472186799e+01
2.334644899999999829e-02 5.328546534522552491e+01
2.446651290000000090e-02 5.341074278103011608e+01
2.562662099999999873e-02 5.337158085738791868e+01
2.682756370000000112e-02 5.317737950516478662e+01
2.807012609999999866e-02 5.284059367437739496e+01
2.935508790000000007e-02 5.237673383748072098e+01
3.068322260000000065e-02 5.180399284453829978e+01
3.205529759999999756e-02 5.114300048239854135e+01
3.347207359999999909e-02 5.041642706608408986e+01
3.493430480000000310e-02 4.964844445014522734e+01
3.644273809999999669e-02 4.886428760637360114e+01
3.799811339999999843e-02 4.808961470163263385e+01
3.960116290000000039e-02 4.735002968563870951e+01
4.125261139999999993e-02 4.667030990375778998e+01
4.295317579999999996e-02 4.607399896373435411e+01
4.470356510000000200e-02 4.558265697831545538e+01
4.650448050000000055e-02 4.521546807715621696e+01
4.835661470000000156e-02 4.498863595370512769e+01
5.026065229999999995e-02 4.491504328286856662e+01
5.221726969999999912e-02 4.500392253534136699e+01
5.422713490000000136e-02 4.526053783744539061e+01
5.629090719999999687e-02 4.568611592802744070e+01
5.840923779999999954e-02 4.627778286533128949e+01
6.058276929999999866e-02 4.702853002117384307e+01
6.281213559999999918e-02 4.792751965309695095e+01
6.509796240000000067e-02 4.896021238035149992e+01
6.744086670000000450e-02 5.010876756950128197e+01
6.984145699999999568e-02 5.135243622363976357e+01
7.230033349999999415e-02 5.266809352407288713e+01
7.481808789999999654e-02 5.403071931358573465e+01
7.739530329999999569e-02 5.541400347173630081e+01
8.003255480000000255e-02 5.679099380714409762e+01
8.273040900000000475e-02 5.813458033186699936e+01
